x y ey+ ey-
500 2711.897 125.10300000000007 74.89699999999993
400 1733.62 71.38000000000011 42.61999999999989
300 974.847 55.15300000000002 24.84699999999998
200 426.834 35.166 2.834000000000003
100 108.077 4.923000000000002 0.07699999999999818
10 1.232 0.768 0.23199999999999998
