x y ey+ ey-
500 1801.492 92.50800000000004 32.49199999999996
400 1162.923 72.077 24.923000000000002
300 663.03 61.97000000000003 18.029999999999973
200 291.833 33.16699999999997 0.8330000000000268
100 76.224 12.775999999999996 0.22400000000000375
10 1.012 0.988 0.01200000000000001
