x y ey+ ey-
500 1803.722 83.27800000000002 48.72199999999998
400 1153.341 57.659000000000106 28.340999999999894
300 649.645 55.35500000000002 15.644999999999982
200 284.485 20.514999999999986 1.4850000000000136
100 72.929 10.070999999999998 0.929000000000002
10 1.001 0.9990000000000001 0.0009999999999998899
