x y ey+ ey-
500 904.829 47.17100000000005 21.82899999999995
400 579.646 38.35400000000004 12.645999999999958
300 321.681 28.319000000000017 0.6809999999999832
200 145.049 8.950999999999993 1.0490000000000066
100 37.746 15.253999999999998 0.7460000000000022
10 0.102 0.898 0.102
