x y ey+ ey-
500 2705.156 104.84400000000005 72.15599999999995
400 1731.107 95.89300000000003 44.10699999999997
300 972.035 229.96500000000003 24.034999999999968
200 424.911 33.089 2.9110000000000014
100 107.794 12.206000000000003 0.7939999999999969
10 1.033 0.9670000000000001 0.03299999999999992
