x y ey+ ey-
500 3614.202 97.79799999999977 72.20200000000023
400 2302.202 90.79799999999977 54.202000000000226
300 1299.011 66.98900000000003 36.01099999999997
200 574.85 38.14999999999998 11.850000000000023
100 142.994 19.006 0.9939999999999998
10 2.002 0.9980000000000002 0.0019999999999997797
